"source";"price_date";"price";"open";"high";"low";"close"
"COINMARKETCAP";20200323;134.91;123.37;134.91;121.87;134.91
"COINMARKETCAP";20200324;138.76;135.19;141.95;133.17;138.76
"COINMARKETCAP";20200326;138.36;136.19;138.83;134.89;138.36
"COINMARKETCAP";20200328;130.99;134.03;134.03;126.96;130.99
"COINMARKETCAP";20200327;133.94;138.37;139.9;133.94;133.94
"COINMARKETCAP";20200322;123.32;132.85;136.15;122.91;123.32
"COINMARKETCAP";20200325;136.2;138.91;141.4;134.3;136.2
"COINMARKETCAP";20200329;125.58;131.02;131.17;125.45;125.58
"COINMARKETCAP";20200330;132.9;125.58;133.91;125.29;132.9
"COINMARKETCAP";20200331;133.59;132.82;134.27;131.65;133.59
"COINMARKETCAP";20200401;135.63;133.61;135.63;129.73;135.63
"COINMARKETCAP";20200402;142.03;135.73;146.79;135.73;142.03
"COINMARKETCAP";20200403;142.09;142.11;146.9;139.62;142.09
"COINMARKETCAP";20200406;169.14;143.61;169.27;143.54;169.14
"COINMARKETCAP";20200408;172.64;165.24;173.21;164.49;172.64
"COINMARKETCAP";20200409;170.81;172.76;172.9;167.99;170.81
"COINMARKETCAP";20200405;143.55;145.26;146.13;142.1;143.55
"COINMARKETCAP";20200410;158.41;170.83;170.95;154.91;158.41
"COINMARKETCAP";20200407;165.1;169.15;175.2;164.2;165.1
"COINMARKETCAP";20200404;145.22;142.22;145.38;140.12;145.22
"COINMARKETCAP";20200411;158.22;158.54;161.17;155.3;158.22
"COINMARKETCAP";20200412;161.14;158.23;164.52;156.32;161.14
"COINMARKETCAP";20200413;156.28;160.72;160.75;151.61;156.28
"COINMARKETCAP";20200417;171.64;172.28;174.28;169.75;171.64
"COINMARKETCAP";20200414;157.6;156.36;160.94;155.87;157.6
"COINMARKETCAP";20200416;172.16;153.2;173.16;150.36;172.16
"COINMARKETCAP";20200415;153.29;157.57;160.71;152.8;153.29
"COINMARKETCAP";20200418;186.91;171.62;187.94;171.62;186.91
"COINMARKETCAP";20200419;181.61;186.86;188.1;180.12;181.61
"COINMARKETCAP";20200420;172.3;181.48;186.08;170.32;172.3
"COINMARKETCAP";20200421;172.74;172.02;175.18;170.55;172.74
"COINMARKETCAP";20200424;189.24;185.22;190.21;185.22;189.24
"COINMARKETCAP";20200422;182.6;172.67;183.75;171.83;182.6
"COINMARKETCAP";20200423;185.03;182.62;189.09;180.34;185.03
"COINMARKETCAP";20200427;197.22;197.48;199.55;193.45;197.22
"COINMARKETCAP";20200426;197.32;195.41;199.34;194.77;197.32
"COINMARKETCAP";20200425;195.52;189.21;196.79;188.46;195.52
"COINMARKETCAP";20200430;207.6;216.91;227.53;206.44;207.6
"COINMARKETCAP";20200429;216.97;198.47;218.45;198.12;216.97
"COINMARKETCAP";20200428;198.42;197.27;198.79;194.85;198.42
"COINMARKETCAP";20200501;214.22;207.9;217.63;207.78;214.22
"COINMARKETCAP";20200502;215.33;214.23;215.85;212.88;215.33
"COINMARKETCAP";20200504;208.17;210.89;211.83;199.05;208.17
"COINMARKETCAP";20200505;206.77;208.01;211.78;204.03;206.77
"COINMARKETCAP";20200503;210.93;215.35;219.27;208.69;210.93
"COINMARKETCAP";20200506;204.06;206.48;211.53;204.04;204.06
"COINMARKETCAP";20200507;212.29;203.91;214.39;202.07;212.29
"COINMARKETCAP";20200508;212.99;212.2;216.33;208.83;212.99
"COINMARKETCAP";20200509;211.6;213.14;214.74;209.07;211.6
"COINMARKETCAP";20200511;185.91;188.63;191.36;180.72;185.91
"COINMARKETCAP";20200510;188.6;211.55;211.55;182.71;188.6
"COINMARKETCAP";20200512;189.31;185.88;191.6;185.7;189.31
"COINMARKETCAP";20200513;199.19;189.37;200.2;189.13;199.19
"COINMARKETCAP";20200514;202.95;198.89;204.12;196.87;202.95
"COINMARKETCAP";20200515;195.62;202.96;203.57;193.76;195.62
"COINMARKETCAP";20200516;200.68;195.61;202.77;194.5;200.68
"COINMARKETCAP";20200517;207.16;200.61;209.16;200.1;207.16
"COINMARKETCAP";20200518;214.53;207.18;215.91;207.11;214.53
"COINMARKETCAP";20200521;199.88;210.13;211.63;193.35;199.88
"COINMARKETCAP";20200520;210.1;213.45;214.72;207.98;210.1
"COINMARKETCAP";20200519;213.45;214.6;214.6;210.14;213.45
"COINMARKETCAP";20200522;207.17;199.84;208.59;198.04;207.17
"COINMARKETCAP";20200523;208.69;207.19;210.39;205.29;208.69
"COINMARKETCAP";20200524;202.37;208.72;210.6;202.37;202.37
"COINMARKETCAP";20200525;205.32;201.98;206.36;200.67;205.32
"COINMARKETCAP";20200527;208.86;201.89;208.86;201.79;208.86
"COINMARKETCAP";20200528;219.84;208.89;220.28;206.24;219.84
"COINMARKETCAP";20200529;220.68;219.93;224.22;218.24;220.68
"COINMARKETCAP";20200531;230.98;242.35;244.05;230.05;230.98
"COINMARKETCAP";20200530;242.35;220.72;243.94;218.74;242.35
"COINMARKETCAP";20200526;201.9;205.26;205.75;200.26;201.9
"COINMARKETCAP";20200601;246.99;230.86;248.24;230.49;246.99
"COINMARKETCAP";20200603;244.18;237.4;244.18;235.46;244.18
"COINMARKETCAP";20200602;237.22;246.83;252.22;233.23;237.22
"COINMARKETCAP";20200604;244.43;244.11;245.93;236.77;244.43
"COINMARKETCAP";20200605;241.22;244.35;247.33;240.68;241.22
"COINMARKETCAP";20200607;245.17;241.91;245.44;236.33;245.17
"COINMARKETCAP";20200608;246.31;245.18;246.64;241.54;246.31
"COINMARKETCAP";20200609;244.91;246.18;248.34;242.34;244.91
"COINMARKETCAP";20200612;237.49;231.63;239.35;229.65;237.49
"COINMARKETCAP";20200613;238.91;237.54;239.19;235.89;238.91
"COINMARKETCAP";20200610;247.44;244.82;248.65;242.82;247.44
"COINMARKETCAP";20200611;231.7;247.55;249.89;229.94;231.7
"COINMARKETCAP";20200606;241.93;241.2;245.98;239.72;241.93
"COINMARKETCAP";20200614;234.11;238.97;239.1;232.96;234.11
"COINMARKETCAP";20200615;229.93;234.06;234.24;221.24;229.93
"COINMARKETCAP";20200619;227.14;231.95;232.15;226.8;227.14
"COINMARKETCAP";20200620;229.27;226.98;231.45;226.64;229.27
"COINMARKETCAP";20200621;228.99;229.22;232.36;228.49;228.99
"COINMARKETCAP";20200623;244.14;242.54;244.86;239.76;244.14
"COINMARKETCAP";20200624;235.77;244.19;248.51;232.81;235.77
"COINMARKETCAP";20200622;242.53;229.0;243.78;228.93;242.53
"COINMARKETCAP";20200616;234.42;229.76;236.39;228.43;234.42
"COINMARKETCAP";20200617;233.03;234.49;235.95;229.34;233.03
