"Date","Price","Open","High","Low","Vol","Change"
"02/28/2024","3,383.06","3,242.54","3,482.96","3,183.07","947.43K","4.34%"
"02/27/2024","3,242.22","3,177.19","3,285.72","3,166.00","625.92K","2.08%"
"02/26/2024","3,176.05","3,114.35","3,194.20","3,038.08","546.75K","2.04%"
"02/25/2024","3,112.60","2,992.66","3,117.97","2,984.24","412.28K","4.02%"
"02/24/2024","2,992.27","2,923.79","3,006.00","2,907.22","243.86K","2.40%"
"02/23/2024","2,922.24","2,971.99","2,992.83","2,906.41","428.92K","-1.69%"
"02/22/2024","2,972.55","2,968.58","3,031.85","2,907.22","563.65K","0.04%"
"02/21/2024","2,971.31","3,015.73","3,016.96","2,871.94","595.82K","-1.47%"
"02/20/2024","3,015.58","2,944.98","3,030.91","2,880.02","634.88K","2.40%"
"02/19/2024","2,944.99","2,882.01","2,983.95","2,859.99","446.28K","2.25%"
"02/18/2024","2,880.29","2,786.42","2,892.81","2,765.95","367.94K","3.39%"
"02/17/2024","2,785.92","2,802.41","2,804.20","2,721.19","243.30K","-0.57%"
"02/16/2024","2,801.80","2,823.25","2,857.01","2,759.59","378.10K","-0.74%"
"02/15/2024","2,822.59","2,774.51","2,864.68","2,760.99","481.80K","1.71%"
"02/14/2024","2,775.12","2,640.00","2,785.50","2,619.76","461.61K","5.12%"
"02/13/2024","2,640.02","2,661.81","2,686.12","2,597.06","502.63K","-0.67%"
"02/12/2024","2,657.80","2,507.30","2,663.57","2,473.52","449.27K","6.03%"
"02/11/2024","2,506.63","2,500.35","2,537.77","2,493.76","219.97K","0.26%"
"02/10/2024","2,500.23","2,488.13","2,515.90","2,472.91","185.11K","0.57%"
"02/09/2024","2,486.15","2,420.81","2,522.91","2,419.16","492.37K","2.75%"
"02/08/2024","2,419.56","2,425.67","2,461.00","2,411.97","338.17K","-0.21%"
"02/07/2024","2,424.66","2,372.66","2,443.71","2,354.44","342.80K","2.19%"
"02/06/2024","2,372.64","2,301.84","2,390.54","2,299.24","368.91K","3.08%"
"02/05/2024","2,301.84","2,289.27","2,336.63","2,271.32","236.63K","0.53%"
"02/04/2024","2,289.78","2,296.08","2,310.39","2,271.99","171.21K","-0.29%"
"02/03/2024","2,296.50","2,309.33","2,329.51","2,293.07","133.28K","-0.55%"
"02/02/2024","2,309.31","2,304.56","2,324.58","2,282.89","238.25K","0.22%"
"02/01/2024","2,304.28","2,283.95","2,311.36","2,240.60","310.98K","0.93%"
"01/31/2024","2,283.14","2,342.82","2,350.77","2,266.83","397.13K","-2.56%"
"01/30/2024","2,343.10","2,317.60","2,389.17","2,298.86","372.97K","1.09%"
"01/29/2024","2,317.81","2,255.22","2,320.96","2,237.67","305.41K","2.70%"
"01/28/2024","2,256.91","2,267.30","2,306.41","2,240.09","209.33K","-0.49%"
"01/27/2024","2,267.92","2,267.82","2,282.15","2,252.32","145.14K","0.02%"
"01/26/2024","2,267.57","2,218.05","2,280.80","2,195.85","363.55K","2.25%"
"01/25/2024","2,217.66","2,234.10","2,242.87","2,173.83","330.45K","-0.76%"
"01/24/2024","2,234.61","2,240.68","2,264.59","2,198.93","359.97K","-0.40%"
"01/23/2024","2,243.64","2,314.11","2,351.10","2,169.59","700.02K","-3.02%"
"01/22/2024","2,313.60","2,458.11","2,465.94","2,304.00","526.35K","-5.84%"
"01/21/2024","2,457.06","2,472.01","2,481.59","2,453.45","122.59K","-0.60%"
"01/20/2024","2,472.01","2,491.63","2,491.63","2,455.00","136.60K","-0.79%"
"01/19/2024","2,491.76","2,469.22","2,504.07","2,418.48","424.19K","0.89%"
"01/18/2024","2,469.74","2,530.62","2,548.80","2,430.94","452.12K","-2.43%"
"01/17/2024","2,531.28","2,588.49","2,592.88","2,510.00","366.32K","-2.22%"
"01/16/2024","2,588.69","2,512.00","2,613.70","2,501.02","381.04K","3.06%"
"01/15/2024","2,511.91","2,474.53","2,553.25","2,472.72","315.38K","1.53%"
"01/14/2024","2,473.98","2,577.44","2,578.32","2,470.21","306.01K","-4.05%"
"01/13/2024","2,578.39","2,522.83","2,589.99","2,498.42","422.13K","2.15%"
"01/12/2024","2,524.03","2,620.13","2,712.82","2,463.16","887.37K","-3.59%"
"01/11/2024","2,618.02","2,585.32","2,688.39","2,567.57","838.73K","1.40%"
"01/10/2024","2,581.78","2,344.82","2,629.63","2,342.28","1.04M","10.13%"
"01/09/2024","2,344.32","2,331.54","2,369.60","2,228.58","551.45K","0.57%"
"01/08/2024","2,330.98","2,221.00","2,357.13","2,167.39","539.39K","4.93%"
"01/07/2024","2,221.38","2,240.69","2,254.67","2,209.42","207.12K","-0.85%"
"01/06/2024","2,240.46","2,268.80","2,269.64","2,217.00","194.11K","-1.22%"
"01/05/2024","2,268.11","2,267.99","2,275.22","2,207.36","405.68K","0.04%"
"01/04/2024","2,267.23","2,208.40","2,293.20","2,202.96","448.73K","2.62%"
"01/03/2024","2,209.41","2,355.70","2,383.86","2,122.71","798.71K","-6.19%"
"01/02/2024","2,355.24","2,348.09","2,430.51","2,347.59","458.04K","0.14%"
"01/01/2024","2,352.04","2,281.79","2,352.04","2,266.71","216.70K","3.08%"
"12/31/2023","2,281.87","2,291.03","2,320.88","2,264.79","222.18K","-0.43%"
"12/30/2023","2,291.68","2,297.84","2,322.74","2,269.24","210.55K","-0.33%"
"12/29/2023","2,299.19","2,344.21","2,385.23","2,265.65","450.20K","-1.93%"
"12/28/2023","2,344.38","2,379.33","2,443.56","2,338.40","580.50K","-1.44%"
"12/27/2023","2,378.63","2,232.09","2,391.49","2,213.73","541.53K","6.63%"
"12/26/2023","2,230.72","2,271.34","2,274.71","2,184.74","410.36K","-1.79%"
"12/25/2023","2,271.36","2,262.98","2,303.26","2,253.22","286.29K","0.35%"
"12/24/2023","2,263.54","2,309.95","2,325.17","2,247.69","307.97K","-1.95%"
"12/23/2023","2,308.58","2,325.79","2,330.00","2,267.33","255.62K","-0.67%"
